lib/hex_editor/src/gesture.loft	cave_at	ROAD_MAT	1	debt
lib/hex_editor/src/gesture.loft	edge_is_wall	WALL_MAT	1	definition
lib/hex_editor/src/gesture.loft	enclosure_fill	SURFACE_MAT	2	debt
lib/hex_editor/src/gesture.loft	ground_kind_default	SURFACE_MAT	1	definition
lib/hex_editor/src/gesture.loft	is_opening	DOOR_MAT	1	definition
lib/hex_editor/src/gesture.loft	is_opening	WINDOW_MAT	1	definition
lib/hex_editor/src/gesture.loft	is_water	WATER_MAT	1	definition
lib/hex_editor/src/gesture.loft	open_ahead	FENCE_MAT	1	debt
lib/hex_editor/src/gesture.loft	road_lay	ROAD_MAT	1	debt
lib/hex_editor/src/gesture.loft	roof_h	ROOF_MAT	1	debt
lib/hex_editor/src/gesture.loft	span_mark	FENCE_MAT	1	debt
lib/hex_editor/src/gesture.loft	triggers_resolve	SURFACE_MAT	1	debt
lib/hex_editor/src/hex_editor.loft	roof_read_box	ROOF_MAT	1	debt
lib/hex_editor/src/session.loft	session_select_wall	DOOR_MAT	1	debt
lib/hex_editor/src/session.loft	session_select_wall	FENCE_MAT	1	debt
lib/hex_editor/src/session.loft	session_select_wall	WINDOW_MAT	1	debt
lib/hex_editor/src/walk.loft	wall_stops_walk	FENCE_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	chunk_mesh_mat_in	SURFACE_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	chunk_mesh_props	DOOR_MAT	2	debt
lib/hex_mesh/src/hex_mesh.loft	chunk_mesh_props	ROOF_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	wall_up	DOOR_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	wall_up	FENCE_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	wall_up_part	DOOR_MAT	1	debt
lib/hex_mesh/src/hex_mesh.loft	wall_up_part	FENCE_MAT	1	debt
